"cliente","LTV","Deal","Revenue Share","Servico extra","corretagem","lt"
Bebidas Do Sul(Bebidas Do Sul E-Commerce Eireli ),33600.0,33600.0,,,,7
Ct Segurança(Ct Servicos De Treinamentos E Eventos Ltda ),33600.0,33600.0,,,,7
Cuidar De Todos Lavras Ltda(Cuidar De Todos Lavras Ltda ),33600.0,33600.0,,,,14
Direct Borrachas Industria E Comercio De Produtos Plasticos Ltda(Direct Borrachas Industria E Comercio De Produtos Plasticos Ltda),33600.0,33600.0,,,,7
Due Laser(Due Laser Maquinas S/A ),33600.0,33600.0,,,,7
Emagresee Jacarepagua,33600.0,33600.0,,,,28
Galdino & Carvalho Saúde Ocupacional Ltda(Galdino & Carvalho Saude Ocupacional Ltda),33600.0,33600.0,,,,12
Grupo Líder(Lider-Plan Assistencia Familiar Ltda ),33600.0,33600.0,,,,7
Gspp Consultoria Ltda.(Gspp Consultoria Ltda ),33600.0,33600.0,,,,8
Marka Engenharia,33600.0,33600.0,,,,24
Mms Pinova Equipamentos E Instalacoes Esportivas(Mms Pinova Equipamentos E Instalacoes Esportivas),33600.0,33600.0,,,,8
Patrulha Street Comercio E Confeccoes De Roupas Ltda(Patrulha Street Comercio E Confeccoes De Roupas Ltda),33600.0,33600.0,,,,8
Spuri Comércio De Roupas Ltda(Spuri Comercio De Roupas Ltda ),33600.0,33600.0,,,,12
Team Ti Solucoes Em Tecnologia(Team Ti Comercio E Servicos Gerais E Informatica Ltda),33600.0,33600.0,,,,7
Thatyane Galvão Santos(Thatyane Galvão Santos),33600.0,33600.0,,,,8
Unox Brasil Equipamentos Profissionais Ltda(Unox Brasil Equipamentos Profissionais Ltda),33600.0,33600.0,,,,7
Tjinkers.Co(Rgf Bros Do Brasil Publicidade Ltda),33592.0,33592.0,,,,8
Oliveira E Oliveira Jr Ltda(Oliveira & Oliveira Junior Ltda),33579.0,33579.0,,,,7
Mega Nutrition Ltda(Estacao Quality Foods Ltda),33560.0,33560.0,,,,10
Agropec Comercio Industria E Transporte De Produtos Agropecuarios Ltda(Agropec Comercio Industria E Transporte De Produtos Agropecuarios Ltda),33554.0,33554.0,,,,9
"Nutricon(Nutriquality - Industria, Comercio, Importacao E Exportacao De Alimentos Para Animais Ltda)",33550.0,33550.0,,,,6
Oceaneye(Oceaneye Solutions Ltda),33550.0,33550.0,,,,8
Imenso(Imenso Comercio De Acessorios Eletronicos Ltda),33530.0,33530.0,,,,7
Solar Diamante Energias Renovaveis(Solar Diamante Energias Renovaveis Ltda),33508.0,33508.0,,,,4
Agropecuaria Nunes Eireli (Agropecuaria Nunes Eireli ),33500.0,33500.0,,,,7
Bluechip(Bluechip),33500.0,33500.0,,,,13
Circuito Ltda(Circuito Ltda),33500.0,33500.0,,,,6
Day Hospital Nova Plastica Ltda(Day Hospital Nova Plastica Ltda),33500.0,33500.0,,,,8
Domar Automação(D A Tecnologia E Servicos Eireli ),33500.0,33500.0,,,,8
Fortius Clinica Integrada Ltda(Fortius Clinica Integrada Ltda),33500.0,33500.0,,,,8
Iceland Fortaleza(Efla Comercio E Empreendimentos Ltda.),33500.0,33500.0,,,,8
Infostart(Infostart Automacao Ltda),33500.0,33500.0,,,,11
Kings Escola De Idiomas(Kings Escola De Idiomas Ltda),33500.0,33500.0,,,,11
Life Point,33500.0,33500.0,,,,4
Mateus Costa Vianna Teo(Matheus Costa Vianna Teo),33500.0,33500.0,,,,7
Mayra Sartori Semijoias(Mayra Sartori Semijoias Eireli ),33500.0,33500.0,,,,12
Ph Joias(Ph Joias Ltda ),33500.0,33500.0,,,,10
Vivariun(Vivariun Participacoes E Empreendimentos Ltda ),33500.0,30000.0,,3500.0,,9
Yadha Cosmeticos Ltda(Yadha Cosmeticos Ltda),33499.97000000001,33499.97000000001,,,,9
Top Graf Ltda(Top Graf Ltda ),33480.0,33480.0,,,,9
Funeraria Motta Ltda(Funeraria Motta Ltda),33456.0,33456.0,,,,6
Aquario Academia(Alves E Barcelos Ltda),33448.0,33448.0,,,,8
"Densul Ar Condicionado Automotivo(Densul Comercio, Importacao E Exportacao De Pecas Ltda)",33425.0,33425.0,,,,7
Serralog Empilhadeiras(Serralog Industria E Comercio De Produtos Para Logistica Ltda),33408.0,33408.0,,,,8
Mmsf Telecom(Mmsf Provedor De Conexao De Internet Ltda),33405.0,33405.0,,,,5
Circuito Das Pizzas Ltda.(Circuito Das Pizzas Ltda.),33401.28,33401.28,,,,9
Drogaria Pityfarm Ltda(Drograria Pityfarm Ltda),33400.0,33400.0,,,,8
Ella Boutique(J R De Oliveira Boutique),33380.0,33380.0,,,,10
Expresso Nepomuceno S/A(Expresso Nepomuceno S/A),33350.0,33350.0,,,,10
Rk Corretora De Seguros Ltda(Rk Corretora De Seguros Ltda),33336.0,33336.0,,,,8
Dona Baunilha (Dona Baunilha Franchising Ltda),33333.30000000001,33333.30000000001,,,,10
Fast Moveis Comercio De Moveis Ltda(Fast Moveis Comercio De Moveis Ltda),33332.88,33332.88,,,,6
Irmaos Lucio Ltda(Irmaos Lucio Ltda),33322.0,33322.0,,,,8
Althaus Milano Sociedade De Advogados(Bruno Milano Centa ),33300.0,33300.0,,,,8
Bell Decor Estofados E Decoracoes(Bell Decor Estofados E Decoracoes Ltda ),33300.0,33300.0,,,,9
Cingulo Design Ltda(Cingulo Design Ltda),33300.0,33300.0,,,,12
Litoral Norte Imoveis(Litoral Norte Imoveis Ltda ),33300.0,33300.0,,,,9
Luminolandia(Gustavo Scaff ),33300.0,33300.0,,,,9
Malu Pijamas(Borges & Rezende Lingerie Ltda ),33300.0,33300.0,,,,9
Pequena Mania(Iolanda Beatriz Basei ),33300.0,33300.0,,,,9
Ice Yellow Ltda(Ice Yellow Ltda),33289.2,33289.2,,,,7
Bem Bolado Weed Wear - Assessoria Byline - Escopo Fechado(Bem Bolado Weed Wear Comercio E Fabricacao De Roupas E Acessorios Ltda),33283.0,33283.0,,,,1
Bem Bolado Weed Wear Comercio E Fabricacao De Roupas E Acessorios Ltda - Assessoria Byline - Escopo Fechado(Bem Bolado Weed Wear Comercio E Fabricacao De Roupas E Acessorios Ltda),33283.0,33283.0,,,,1
Camilo Parts(Camillo Parts Distribuidora Automotiva Ltda),33282.0,33282.0,,,,6
Dearoma(Mcx Brasil Ltda),33270.0,33270.0,,,,6
Outlet Das Tintas(Premium Investimentos E Franchising Ltda ),33250.0,33250.0,,,,7
Ricald Caldeiraria(Ricald Caldeiraria Ltda),33250.0,33250.0,,,,5
Alouu Modas(Alouu Modas Ltda),33228.0,33228.0,,,,6
Aji Com Mel Melina Magalhaes Silva Bonilla(Melina Magalhaes Silva Bonilla 33020321883),33200.0,33200.0,,,,19
Ameris - Rede De Hoteis Independentes Ltda.(Ameris - Rede De Hoteis Independentes Ltda.),33200.0,33200.0,,,,4
Construtora Paulo Makoto Ltda(Construtora Paulo Makoto Ltda),33200.0,33200.0,,,,8
Dominio Treinamentos(Instituto Bozetti De Treinamentos Ltda )(Instituto Bozetti De Treinamentos Ltda ),33200.0,33200.0,,,,8
Energy + Gestao De Franquias Ltda(Energy + Gestao De Franquias Ltda),33151.23,33151.23,,,,7
Rap Chef Brasil Restaurantes Ltda | Redes(Rapchef Brasil Restaurantes Eireli )(Rapchef Brasil Restaurantes Eireli),33139.1,33000.0,139.1,,,22
Direcional Bauru Tecnica E Comercial Pneumatica Ltda(Direcional Bauru Tecnica E Comercial Pneumatica Ltda),33120.0,33120.0,,,,6
Exclusiva Agenciamento E Terceirizacao Ltda(Exclusiva Agenciamento E Terceirizacao Ltda),33100.0,33100.0,,,,4
Private Label Comercio De Vestuários Ltda(Private Label - Comercio De Vestuario Ltda),33100.0,33100.0,,,,12
Chromos Embalagens Plásticas(Chromos Industria E Comercio De Embalagens Plasticas Ltda),33095.0,33095.0,,,,5
Master Hidraulica(Master Hidraulica Materiais Hidraulicos Ltda),33035.0,33035.0,,,,5
Pnca(Pnca Industria E Comercio De Equipamentos Roboticos E Eletronicos Ltda)(Pnca Industria E Comercio De Equipamentos Roboticos E Eletronicos Ltda),33035.0,33035.0,,,,5
Academia Gfai,33000.0,33000.0,,,,11
Açai Cioccolato(Global Service Manutencao E Comercio De Maquinas Eireli 2 ),33000.0,33000.0,,,,11
Ackno - Acquired Knowledge(Anderson Oliveira Dos Santos ),33000.0,28000.0,,5000.0,,8
Active System Desenvolvimento Ltda(Active System Desenvolvimento Ltda ),33000.0,33000.0,,,,6
Ágape Psicologia(Rlm Cursos E Treinamento Ltda ),33000.0,33000.0,,,,11
Ágape Psicologia(Rlm Cursos E Treinamento Ltda )(Rlm Cursos E Treinamento Ltda ),33000.0,33000.0,,,,11
Agr,33000.0,33000.0,,,,11
Aille Clinic Estetica Ltda(Aille Clinic Estetica Ltda),33000.0,33000.0,,,,6
Aqui Cozinha Central(Aqui Industria E Comercio De Produtos Alimenticios Ltda ),33000.0,33000.0,,,,11
Ardrak(Ardrak Industria Comercio Imp Exp De Prod Nat Alim Ltda ),33000.0,33000.0,,,,11
Asa2w Comercial(Asa2w Comercial Eireli ),33000.0,33000.0,,,,11
B.C.S. Brasil Cargo Service,33000.0,33000.0,,,,11
Becka Das Rosas(Becka Das Rosas ),33000.0,33000.0,,,,9
Bellabelha(Mm Industria Nutraceutica Ltda ),33000.0,33000.0,,,,11
Best Fibra Tv(Best Fibra Tv Entretenimentos E Telecomunicacoes Ltda),33000.0,33000.0,,,,6
Bolo Mania(Mauricio Wendell Batista Neves Produtos De Panificacao),33000.0,33000.0,,,,11
Bp Tech Company Ltda(Bp Tech Company Ltda),33000.0,33000.0,,,,11
Br Carretas Ind. De Implementos Rodoviarios Ltda(Br Carretas Ind. De Implementos Rodoviarios Ltda ),33000.0,33000.0,,,,11
Brands - Consultoria E Franchising Ltda  .(Brands - Consultoria E Franchising Ltda  .),33000.0,33000.0,,,,11
Broker Amazônia(Broker Amazonia Representacoes Comerciais De Alimentos Ltda),33000.0,33000.0,,,,6
Bruna Bianca Mendes(Grupo Pupple E Cia ),33000.0,33000.0,,,,6
Bwe Marcas E Patentes Ltda(Bwe Marcas E Patentes Ltda),33000.0,33000.0,,,,11
C.W.B Part'S Ltda(C.W.B Part'S Ltda),33000.0,33000.0,,,,12
Cabo Branco Drinks(Meliane Aurelia Sonza Ltda),33000.0,33000.0,,,,11
Casa Da Construcao Verdes Mares(Verdes Mares Comercio De Materiais De Construcao Eireli ),33000.0,33000.0,,,,11
Célio Melilo(P.H. Da S. Livramento Melilo Dos Santos),33000.0,33000.0,,,,10
Centro Imagem (Centro Imagem De Picos Radiologia Ltda ),33000.0,33000.0,,,,11
Centro Médico Sabry Saúde(Centro Medico Sabry Saude Ltda),33000.0,33000.0,,,,11
"Chris Penna Desenvolvimento E E-Commerce Ltda,(Chris Penna Desenvolvimento E E-Commerce Ltda)",33000.0,33000.0,,,,1
Clin7 Clinica Medica Ltda(Clin7 Clinica Medica Ltda),33000.0,33000.0,,,,6
Clinica De Imagens De Monte Carmelo(Clinica De Imagens De Monte Carmelo Ltda),33000.0,33000.0,,,,6
Clínica Maya - Odontologia E Harmonização Facial ( Ferreira Campos Odontologia Eireli ),33000.0,33000.0,,,,11
Clinica Odontologica Oral Saude Ltda(Clinica Odontologica Oral Saude Ltda),33000.0,33000.0,,,,6
Cmclab(Cmc Lab Ltda ),33000.0,33000.0,,,,11
Cnv Industria Quimica (Depilar),33000.0,33000.0,,,,11
Comércio De Moto Matsuo Ltda(Comércio De Moto Matsuo Ltda ),33000.0,33000.0,,,,11
Conceito A(Gabriel Tomas Cruvinel 08087523679),33000.0,33000.0,,,,11
Contag Servicos Contabeis(Contag Servicos Contabeis Ltda),33000.0,33000.0,,,,6
Content Academy(Content Academy),33000.0,33000.0,,,,11
Cooperativa Agroindustrial Dos Produtores Rurais Do Sudoeste Goiano(Cooperativa Agroindustrial Dos Produtores Rurais Do Sudoeste Goiano),33000.0,33000.0,,,,11
Cpx Energia Solar(Capex Engenharia E Construcao Ltda ),33000.0,33000.0,,,,11
Datab Inteligencia E Estrategia,33000.0,33000.0,,,,6
Deusdedit Jardilino Da Silva Filho(Deusdedit Jardilino Da Silva Filho ),33000.0,33000.0,,,,11
Dexter Imóveis Ltda(Dexter Imoveis Ltda),33000.0,33000.0,,,,5
Diamond Fit (C.R.Macedo Cunha),33000.0,33000.0,,,,11
Dias Centro Automotivo Ltda(Dias Centro Automotivo Ltda),33000.0,33000.0,,,,12
Dondoka(Espaco Moda Dondoka Ltda ),33000.0,33000.0,,,,12
Dutos Engenharia(Dutos Engenharia E Energia Renovaveis Ltda ),33000.0,33000.0,,,,11
Egea Caixas De Aluminio.(Egea Caixas De Aluminio.),33000.0,33000.0,,,,11
Enaut Solar - Servicos De Instalacoes Eletricas Ltda(Enaut Solar - Servicos De Instalacoes Eletricas Ltda ),33000.0,33000.0,,,,10
Endoscopet Consultoria E Serviços Veterinários Eireli(Endoscopet Consultoria E Serviços Veterinários Eireli),33000.0,33000.0,,,,11
Ensign Brasil - Assessoria Byline - Escopo Fechado(Agrojax Ltda),33000.0,33000.0,,,,1
Espaço Cantareira Buffet Ltda(Espaco Cantareira Buffet Ltda)(Espaco Cantareira Buffet Ltda),33000.0,33000.0,,,,11
Espaco Costa Estetica Avancada(Weare Stetic Clinica Estetica Eireli 1 ),33000.0,33000.0,,,,11
Estetic Face - Anápolis(P & A Beauty Essence Ltda),33000.0,33000.0,,,,15
Evotec(Centro Educacional Tecnico Evolucao Ltda ),33000.0,33000.0,,,,11
Febracis Joinville(Thz Treinamentos Eireli ),33000.0,33000.0,,,,11
Felesa,33000.0,33000.0,,,,11
Ferreira E Nobre Industria E Comercio De Moda Praia Ltda(Ferreira & Nobre Industria E Comercio De Moda Praia Ltda ),33000.0,33000.0,,,,8
"G5s-Gestao, Projetos E Consultoria(G5s Projetos E Consultoria Ltda )",33000.0,33000.0,,,,11
Gimave Meios De Pagamentos E Informações Ltda(Gimave - Meios De Pagamentos E Informacoes Ltda ),33000.0,33000.0,,,,11
Giolaser São Carlos/Sp |  (Grupo Salus - 125 ) (Souza Gomes Estética),33000.0,33000.0,,,,11
Gm Store(Gm Store Roupas E Artigos Da Moda Ltda ),33000.0,33000.0,,,,11
Good Vibres(Good Vi Comercio E Servicos Ltda),33000.0,33000.0,,,,6
Gravidade Trampolim(Gravidade Trampolim),33000.0,33000.0,,,,6
Grupo Alla(Alla Protetores E Camaras Ltda),33000.0,33000.0,,,,11
Grupo S4 Brasil(S4brasil Comercio E Servicos Online Eireli ),33000.0,33000.0,,,,6
H.O Hospitalar(Ho Hospitalar Ltda ),33000.0,33000.0,,,,11
Haga & Gordon Sociedade De Advogados(Haga & Gordon Sociedade De Advogados),33000.0,33000.0,,,,11
Haja Amor Moda Feminina Ltda(Haja Amor Moda Feminina Ltda ),33000.0,33000.0,,,,11
Handbook(Reworked Comercio De Roupas Eireli Ii ),33000.0,33000.0,,,,11
Help (Recup De Multas)(Help Recursos Administrativos Ltda),33000.0,33000.0,,,,6
Hospital Capilar - Diolaser Centro Internacional De Restauração E Transplante Capilar Ltda(Hospital Capilar - Diolaser Centro Internacional De Restauração E Transplante Capilar Ltda),33000.0,33000.0,,,,11
Imobiliaria Jazz(Rafael Akahoshi Collado Imoveis Eireli )(Rafael Akahoshi Collado Imoveis Eireli ),33000.0,33000.0,,,,18
Instituto Neurovida Cascavel(Ramos Reeducacao E Reabilitacao Neurologica Ltda),33000.0,33000.0,,,,11
Inter Brasil(Inter Brasil Alimentos Industria Exportacao Importacao Eireli ),33000.0,33000.0,,,,11
Inttact Hub De Tecnologia E Segurança Ltda(Inttact Hub De Tecnologia E Seguranca Ltda),33000.0,33000.0,,,,12
Ioa Itc(Instituto Odontologico De Treinamento Profissional Ltda ),33000.0,33000.0,,,,11
Ipo Embalagens(Ipo Comercio De Embalagens Ltda ),33000.0,33000.0,,,,11
Jbr Auto Peças(Jbr Comercio E Distribuicao De Pecas Automotivas Ltda),33000.0,33000.0,,,,12
Jesiel Imoveis,33000.0,33000.0,,,,11
Jet Sales Brasil(Jetsales Sistemas E Tecnologia Ltda ),33000.0,33000.0,,,,11
Karter Lubrificantes Ltda - Assessoria Byline - Escopo Fechado(Karter Lubrificantes Ltda),33000.0,33000.0,,,,1
Kz Distribuidora (Kafuri & Souza Distribuidora Ltda ),33000.0,33000.0,,,,10
Le Soffist(Soffist Comercio De Semijoias E Bijuterias Ltda ),33000.0,33000.0,,,,9
Lili Biancardi(Liliana Duarte Fernandes Biancardi 31023245841 ),33000.0,33000.0,,,,11
Lima Imoveis Ltda (Remax)(Lima Imoveis Ltda),33000.0,33000.0,,,,6
Ludcar Financia(R. Ramos Pessoa Veiculos Ltda ),33000.0,33000.0,,,,11
Mad In Brazza(Morgot Producoes Ltda),33000.0,33000.0,,,,9
Magic Drone(Magic Drone Show De Luzes Ltda),33000.0,33000.0,,,,6
Magrass Ipatinga,33000.0,33000.0,,,,22
Mais Top Estetica Vila Prudente(Odoia Estetica Ltda ),33000.0,33000.0,,,,6
Marcelo Peixoto (Ilumine Solar Solucoes Energias Renovaveis Ltda ),33000.0,33000.0,,,,11
Marei Marcenaria E Interiores(Marei Marcenaria E Interiores Eireli ),33000.0,33000.0,,,,11
Master Comercial De Parafusos(Master Comercial De Parafusos Ltda ),33000.0,33000.0,,,,11
"Maxxi Brindes(Maxxi Import Comercio, Importacao E Exportacao De Produtos E Servicos Eireli )",33000.0,33000.0,,,,11
Medcred(Medcred Br Ltda),33000.0,33000.0,,,,11
Mercadão Dos Óculos Presidente Prudente,33000.0,33000.0,,,,22
Meritum(Onore Presentes Ltda),33000.0,33000.0,,,,6
"Meu Consultorio Financeiro Ltda(Meu Consultorio Financeiro, Planejamento Valuation E Gestao De Recursos Ltda)",33000.0,33000.0,,,,11
Minas,33000.0,33000.0,,,,11
Mma Teleinformatica,33000.0,33000.0,,,,11
Muito Obrigado Mobg(Evotto Sistemas Ltda ),33000.0,33000.0,,,,15
Mundo Voa(Voa Negocios Inteligentes Ltda),33000.0,33000.0,,,,11
Mytec Tecnologia Em Nuvem Ltda(Mytec),33000.0,33000.0,,,,6
Na Laje Do Brasil Reciclados E Consultoria Ltda(Na Laje Do Brasil Reciclados E Consultoria Ltda. ),33000.0,33000.0,,,,11
New Safety Comercio E Instalacoes De Equipamentos Contra Incendio Ltda.,33000.0,33000.0,,,,6
Noon Energy Soluções Em Engenharia Ltda(Noon Energy Solucoes Em Engenharia Ltda),33000.0,33000.0,,,,11
Nr Soluções Em Tecnologia Ltda(Nr Solucoes Em Tecnologia Ltda ),33000.0,33000.0,,,,6
Nubbi - Cursando Técnico,33000.0,33000.0,,,,11
Odonto Carisma Clinica Odontológica Ss Ltda(Odonto Carisma - Clinica Odontologica S/S Ltda.),33000.0,33000.0,,,,11
Openx Tecnologia(Open X Tecnologia Ltda ),33000.0,33000.0,,,,6
Organizacao Farmaceutica Formularium Ltda(Organizacao Farmaceutica Formularium Ltda),33000.0,33000.0,,,,6
Orthocrin Administracao De Franquias Ltda(Orthocrin Administracao De Franquias Ltda),33000.0,33000.0,,,,6
Outlet Checkmate(Outlet Checkmate Comercio De Variedades Ltda),33000.0,33000.0,,,,6
Paiol (Ermelino Matarazzo/Sp) (Centro Veterinario Paiol Ermelino Ltda),33000.0,33000.0,,,,6
Paiol (Rio Das Pedras/Sp) (Centro Veterinario Paiol Rio Das Pedras Ltda),33000.0,33000.0,,,,6
Panam(Sma - Clinica Medica Ltda),33000.0,33000.0,,,,6
Perfeita Plástica - Assessoria Byline - Escopo Fechado(Perfeita Plastica Servicos Medicos Ltda),33000.0,33000.0,,,,1
Pet By Vet( Matheus Kafuri De Toledo Cytrangulo ),33000.0,33000.0,,,,10
Plaster(Plaster Comercial Ltda),33000.0,33000.0,,,,6
Ponto De Impacto Artigos Militares (Roseanne Dos Santos Erse Benini),33000.0,33000.0,,,,11
Possamai Maquinas E Equipamentos Ltda(Possamai Maquinas E Equipamentos Ltda),33000.0,33000.0,,,,6
Pousada Areia Do Forte(P. Areia Do Forte Ltda )(P. Areia Do Forte Ltda),33000.0,33000.0,,,,11
Previna Odontologia(Conchal Prev Odontologia Ltda),33000.0,33000.0,,,,11
Prm Consultoria Ltda(Prm - Representacao E Consultoria Ltda)(Prm - Representacao E Consultoria Ltda),33000.0,33000.0,,,,6
Quadra 10 Com De Conf Ltda (Quadra 10 Comercio De Confeccoes Ltda),33000.0,33000.0,,,,11
Ra Brasil (S. N. De Freitas Intermediarios Na Venda De Veiculos Automotores Atacadista E Varejista Eireli),33000.0,33000.0,,,,11
Rafik(Rafik Industria Eireli ),33000.0,33000.0,,,,11
Regional Farmácias(J.B.P. Varela & Cia. Ltda),33000.0,33000.0,,,,11
Round Gluteos Clinica Estetica(Centro De Estetica Nr Ltda.),33000.0,33000.0,,,,7
Royal Trip Viagens Ltda(Royal Trip Viagens Ltda )(Royal Trip Viagens Ltda ),33000.0,33000.0,,,,11
Rrg Entretenimento( ),33000.0,33000.0,,,,11
Ruyas Importacao Ltda(Ruyas Importacao Ltda ),33000.0,33000.0,,,,11
Sbtur - Viagens E Turismo S.A.,33000.0,33000.0,,,,11
Scarbodini(Scarbodini),33000.0,33000.0,,,,8
Serafine Clothing Co(Serafine Clothing Co Ltda),33000.0,33000.0,,,,11
Sf Maquinas(Unicos Transportes E Logistica Ltda),33000.0,33000.0,,,,2
Sidnei Barbier(Ana & Igor Confeccoes Ltda),33000.0,33000.0,,,,6
Silcar Gráfica(Silcar Embalagem Ltda ),33000.0,33000.0,,,,6
Soulog(Soulog Fulfillment Ltda ),33000.0,33000.0,,,,10
Spicy(Spicy Comercio De Vestuario Eireli ),33000.0,33000.0,,,,11
Status Tecidos(Status Tecidos),33000.0,33000.0,,,,10
Suits Brasil Construtech Ltda.(Suits Brasil Construtech Ltda.),33000.0,33000.0,,,,11
Super Açaí(Sara Maria De Sousa Carvalho Eireli )(Sara Maria De Sousa Carvalho Eireli),33000.0,33000.0,,,,11
Tcs Sistemas(Tcs Servicos De Hospedagem E Locacao De Equipamentos Ltda),33000.0,33000.0,,,,11
Tec Cn (Tec Cn Comercio E Servicos Eletricos Eireli),33000.0,33000.0,,,,11
Tigermaq Maquinas E Ferramentas(Tigermaq Maquinas E Ferramentas Ltda),33000.0,33000.0,,,,6
Tribal Pircing(Tribal Comercio De Bijuterias Acessorios Ltda ),33000.0,33000.0,,,,11
Triunfo Injetados Industria E Comercio De Importacao E Exportacao Ltda(Suelen Cool),33000.0,33000.0,,,,11
Varejão Das Baterias(Sirley M.M.M.Magalhaes),33000.0,33000.0,,,,8
Vida Pratika(Casa Facil Comercio De Utilidades Do Lar Ltda ),33000.0,33000.0,,,,11
Vilmar Imoveis(Vilmar Empreendimentos Imobiliarios Ltda),33000.0,33000.0,,,,11
Virtude Móveis(V. Straub Moveis ),33000.0,33000.0,,,,11
Viva Mais Plan - Transição(Omega Assist Assistencia Funeral Ltda  ),33000.0,33000.0,,,,11
Voe Milhas Passagens Aereas(Voe Milhas Passagens Aereas Ltda),33000.0,33000.0,,,,9
Vox2you Natal(Conceito Desenvolvimento Humano E Organ ),33000.0,33000.0,,,,11
Wf Odontologia(W F Da Silva Wendalla Ferreira Da Silva)(W F Da Silva Wendalla Ferreira Da Silva),33000.0,33000.0,,,,11
With My Name Wmn Personalizados Ltda(Wmn Personalizados Ltda )(Wmn Personalizados Ltda),33000.0,33000.0,,,,11
Clinica Multidisciplinar Menthalhelp Ltda(Clinica Multidisciplinar Menthalhelp Ltda),32995.2,32995.2,,,,7
Compare Saude Ltda(Compare Corretora De Seguros Ltda),32994.0,32994.0,,,,9
B-Long(B-Long Business School Ltda),32982.0,32982.0,,,,6
Immunologica - Casa De Vacinas(Clinvacine - Clinica De Vacinas E Servicos Medicos Ltda),32970.0,32970.0,,,,6
Neves E Lelis Sociedade De Advogados(Neves E Lelis Sociedade De Advogados),32970.0,32970.0,,,,5
Indusbello(Indusbello Ind. E Com. De Produtos Medicos E Odontologicos Ltda. ),32950.0,32950.0,,,,8
Univicosa - Uniao De Ensino Superior De Vicosa Ltda(Univicosa - Uniao De Ensino Superior De Vicosa Ltda),32950.0,32950.0,,,,5
Global Credit(Global Credit Sistemas Ltda),32943.38,32943.38,,,,6
Caixa De Fogo Churrasqueiras Gourmet(Caixa De Fogo Churrasqueiras Gourmet Eireli ),32940.0,32940.0,,,,6
Guardians(Guardians Suporte Profissional ),32940.0,32940.0,,,,6
Jcwa Consultoria Eireli(Jcwa Consultoria Eireli ),32940.0,32940.0,,,,6
Master Toldos Atibaia(Master Toldos Atibaia),32934.0,32934.0,,,,22
De Jongh Martins Advogados(De Jongh Martins Advogados),32928.0,32928.0,,,,8
Pre Requisito(Danilo Hainzenreder Lima Ltda),32928.0,32928.0,,,,10
Prover Solucoes Em Tecnologia Ltda(Prover Solucoes Em Tecnologia Ltda),32906.1,32906.1,,,,6
Bellfone Distribuidora De Produtos De Telecomunicacoes E Informatica Ltd(Bellfone Distribuidora De Produtos De Telecomunicacoes E Informatica Ltda),32900.0,32900.0,,,,7
Fitoprime Produtos Nutraceuticos Ltda(Fitoprime Produtos Nutraceuticos Ltda),32900.0,32900.0,,,,5
Mohamed Hijazi(Mohamed Hijazi),32900.0,32900.0,,,,7
Mafuz & Ballesteros Consultoria Imobiliaria(Mafuz & Ballesteros Imoveis Ltda),32885.0,32885.0,,,,5
